SEQN,SDDSRVYR,RIDSTATR,RIAGENDR,RIDAGEYR,RIDRETH1,RIDRETH3,RIDEXMON,DMQMILIZ,DMDBORN4,DMDCITZN,DMDEDUC2,DMDMARTL,SIALANG,SIAPROXY,SIAINTRP,FIALANG,FIAPROXY,FIAINTRP,MIALANG,MIAPROXY,MIAINTRP,AIALANGA,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA,INDHHIN2,INDFMIN2,INDFMPIR,DMDHHSIZ,DMDFMSIZ,DMDHHSZA,DMDHHSZB,DMDHHSZE,DMDHRGND,DMDHRAGE,DMDHRBR4,DMDHREDU,DMDHRMAR,DMDHSEDU
62273,7,2,2,15,5,6,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,7588.544206999999,7881.983727,3,91,14.0,14.0,4.03,4,4,0,2,0,1,51,2.0,4.0,1.0,5.0
62274,7,2,1,2,4,4,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,5103.735747,5455.59,2,95,3.0,3.0,0.38,5,5,2,2,0,2,37,1.0,4.0,3.0,
62275,7,2,2,41,5,6,2.0,2.0,2,1.0,5.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,14442.406316,14518.776930000002,2,99,15.0,15.0,5.0,1,1,0,0,0,2,41,2.0,5.0,5.0,
62276,7,2,1,9,3,3,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,63059.776442999995,67841.511058,1,99,15.0,15.0,5.0,4,4,1,1,0,2,42,1.0,5.0,1.0,5.0
62277,7,2,2,55,3,3,1.0,2.0,1,1.0,4.0,3.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,139343.551779,140618.30879,2,98,9.0,9.0,5.0,1,1,0,0,0,2,55,1.0,4.0,3.0,
62278,7,2,2,72,3,3,1.0,2.0,1,1.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,62212.598766999996,64340.261278,1,94,7.0,7.0,2.51,2,2,0,0,2,2,72,1.0,4.0,1.0,1.0
62279,7,2,1,80,4,4,2.0,1.0,1,1.0,2.0,2.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,9456.784526000001,9941.375417,2,99,13.0,13.0,,3,3,0,0,1,1,80,1.0,2.0,2.0,
62280,7,2,2,54,4,4,1.0,2.0,1,1.0,4.0,2.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,16966.723528,16502.38463,2,95,6.0,6.0,1.7,2,2,0,0,0,2,54,1.0,4.0,2.0,
62281,7,2,2,13,4,4,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,11372.489137999999,11738.962427,1,99,6.0,6.0,0.96,5,5,1,2,0,2,35,1.0,4.0,1.0,2.0
62282,7,2,2,57,4,4,1.0,2.0,1,1.0,5.0,3.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,21219.116825999998,20638.40003,1,102,6.0,6.0,1.7,2,2,0,0,1,2,80,,,2.0,
62283,7,2,1,2,1,1,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,14457.854197,15490.547336000001,1,92,10.0,10.0,2.93,4,4,1,0,0,2,55,1.0,4.0,1.0,4.0
62284,7,2,2,64,3,3,1.0,2.0,1,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,117778.281347,120111.495123,1,94,8.0,8.0,2.41,3,3,0,0,3,1,63,1.0,4.0,1.0,5.0
62285,7,2,2,17,3,3,2.0,2.0,1,1.0,,,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,103007.696238,104941.393061,1,101,6.0,6.0,1.31,3,3,0,1,0,1,51,1.0,4.0,1.0,4.0
62286,7,2,1,30,4,4,2.0,2.0,1,1.0,3.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,12556.207754000001,12615.022145,2,99,,77.0,,7,7,1,0,1,2,51,1.0,2.0,1.0,3.0
62287,7,2,2,73,4,4,1.0,2.0,1,1.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,12183.823561,12607.778632,2,100,6.0,6.0,2.11,2,2,0,0,2,1,79,1.0,3.0,1.0,4.0
62288,7,2,1,29,3,3,1.0,2.0,1,1.0,4.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,22634.531478999997,23281.741513,1,103,9.0,6.0,2.24,3,1,0,0,0,1,27,1.0,5.0,5.0,
62289,7,2,1,71,5,7,1.0,2.0,1,1.0,2.0,3.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,13555.672819,15969.746949,1,94,3.0,3.0,1.07,1,1,0,0,1,1,71,1.0,2.0,3.0,
62290,7,2,2,2,4,4,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,7618.827213,7957.141798000002,2,101,1.0,1.0,0.0,3,3,2,0,0,1,22,1.0,3.0,5.0,
62291,7,2,1,56,5,7,1.0,1.0,2,1.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,20111.196953,20038.543847,1,92,14.0,14.0,5.0,2,2,0,0,0,1,56,2.0,4.0,1.0,4.0
62292,7,2,1,80,3,3,2.0,1.0,1,1.0,5.0,2.0,1,2.0,2,1.0,2.0,2.0,,,,,36829.543424,39682.305625,1,93,15.0,15.0,5.0,4,3,0,0,3,1,80,1.0,5.0,2.0,
62293,7,2,1,67,3,3,2.0,1.0,2,1.0,4.0,3.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,28478.578589999997,28745.66908,1,101,3.0,3.0,1.16,1,1,0,0,1,1,67,2.0,4.0,3.0,
62294,7,2,1,9,2,2,2.0,,1,1.0,,,2,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,9390.522479000001,10327.334743000001,2,90,3.0,3.0,0.54,4,4,1,2,0,2,33,2.0,1.0,4.0,
62295,7,2,2,69,2,2,2.0,2.0,2,1.0,2.0,2.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,9716.805546,12994.252166,2,90,2.0,2.0,0.79,1,1,0,0,1,2,69,2.0,2.0,2.0,
62296,7,2,1,19,4,4,2.0,2.0,1,1.0,,,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,13251.602554000001,13277.802056999999,1,96,15.0,15.0,5.0,2,2,0,0,0,2,51,1.0,5.0,5.0,
62297,7,2,1,43,4,4,2.0,1.0,1,1.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,18402.969014,18977.095613999998,2,95,10.0,10.0,3.67,3,3,0,1,0,1,43,1.0,4.0,1.0,4.0
62298,7,2,1,15,3,3,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,93665.036597,95017.313859,1,91,14.0,14.0,3.8,4,4,0,2,0,1,50,,,1.0,5.0
62299,7,2,1,8,5,6,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,6631.058951,7488.793181,2,92,12.0,12.0,,7,7,2,4,0,1,54,2.0,2.0,1.0,5.0
62300,7,2,2,6,4,4,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,6929.51414,7399.5599269999975,2,99,14.0,14.0,4.09,3,3,0,2,0,2,37,1.0,5.0,5.0,
62301,7,2,1,23,4,4,1.0,2.0,1,1.0,2.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,16995.648055,16907.09145,1,96,12.0,12.0,,7,7,1,0,1,2,59,1.0,3.0,1.0,1.0
62302,7,2,2,51,2,2,1.0,2.0,2,2.0,1.0,5.0,2,2.0,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,19676.781212,20033.616894,2,103,77.0,77.0,,4,4,0,0,0,2,46,2.0,1.0,4.0,
62303,7,2,2,76,3,3,1.0,2.0,1,1.0,3.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,61501.13451,65355.920739,2,101,6.0,6.0,1.62,3,3,0,0,2,1,80,1.0,3.0,1.0,3.0
62304,7,2,2,6,1,1,2.0,,1,1.0,,,2,1.0,2,2.0,2.0,2.0,,,,,9872.244853,10573.701398000001,2,90,6.0,6.0,0.96,5,5,1,1,0,1,39,2.0,2.0,1.0,
62305,7,2,1,10,1,1,2.0,,1,1.0,,,2,1.0,2,2.0,2.0,2.0,1.0,2.0,2.0,1.0,13285.093011,14158.005149,2,94,9.0,9.0,2.37,5,5,0,1,0,1,48,2.0,4.0,1.0,2.0
62306,7,2,1,0,2,2,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,4884.3435119999995,4884.433539,3,90,12.0,12.0,,3,3,1,0,0,1,40,2.0,5.0,1.0,4.0
62307,7,2,1,61,4,4,2.0,2.0,1,1.0,3.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,7828.117773000001,8460.915547,2,90,4.0,4.0,1.2,2,2,0,0,2,2,80,1.0,3.0,2.0,
62308,7,2,2,78,3,3,2.0,2.0,1,1.0,3.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,83112.549416,87237.362828,1,97,7.0,7.0,2.64,2,2,0,0,2,1,79,1.0,4.0,1.0,3.0
62309,7,2,2,47,1,1,1.0,2.0,2,2.0,2.0,2.0,2,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,40337.933888,40548.292782,3,92,4.0,4.0,0.46,7,7,1,2,0,2,31,2.0,2.0,1.0,1.0
62310,7,2,2,8,4,4,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,7632.404654000001,7765.546414,2,101,1.0,1.0,0.1,6,6,1,2,1,2,27,1.0,2.0,1.0,2.0
62311,7,2,1,18,3,3,2.0,2.0,1,1.0,,,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,68148.957861,67253.324127,1,93,15.0,15.0,3.92,5,5,0,1,0,2,54,1.0,5.0,1.0,5.0
62312,7,2,2,63,1,1,1.0,2.0,2,2.0,1.0,1.0,2,2.0,1,1.0,2.0,2.0,1.0,2.0,2.0,2.0,16352.915834,17178.789759,3,92,8.0,8.0,1.85,5,5,1,0,2,1,66,2.0,1.0,1.0,1.0
62313,7,2,1,7,1,1,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,12577.115885,12876.063540000001,2,96,5.0,5.0,0.76,5,5,1,2,0,1,44,2.0,1.0,1.0,3.0
62314,7,2,1,61,4,4,2.0,2.0,1,1.0,3.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,7611.107768000003,7639.752345,2,97,3.0,3.0,1.33,1,1,0,0,1,1,61,1.0,3.0,5.0,
62315,7,2,2,80,4,4,2.0,2.0,1,1.0,2.0,2.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,12842.559946,13803.139669999999,2,95,99.0,99.0,,2,2,0,1,1,2,80,1.0,2.0,2.0,
62316,7,2,1,39,2,2,1.0,2.0,2,1.0,2.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,31674.692905,34832.561132,2,100,4.0,4.0,0.81,4,4,0,2,0,2,37,1.0,2.0,1.0,2.0
62317,7,2,1,46,3,3,2.0,2.0,1,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,18872.772727,18824.29246,1,94,7.0,7.0,0.94,7,7,1,4,0,2,46,2.0,5.0,1.0,5.0
62318,7,2,2,0,3,3,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,8114.787453,8336.925581,1,91,2.0,2.0,0.27,5,5,2,2,0,2,42,1.0,4.0,3.0,
62319,7,2,2,4,4,4,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,10437.988787,11231.392369,2,100,1.0,1.0,0.08,5,5,1,2,0,2,19,1.0,3.0,,
62320,7,2,2,64,3,3,2.0,2.0,1,1.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,122483.259869,124909.68030899999,3,91,7.0,7.0,2.89,2,2,0,0,2,2,64,1.0,4.0,1.0,4.0
62321,7,2,2,8,5,6,1.0,,2,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,6412.057856,6847.117735,3,91,14.0,14.0,4.03,4,4,0,2,0,1,50,1.0,5.0,1.0,5.0
62322,7,2,2,4,4,4,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,10295.166918,11223.20055,2,96,4.0,4.0,0.4,7,7,3,2,0,2,25,1.0,2.0,5.0,
62323,7,2,2,2,4,4,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,7618.827213,7957.141798000002,2,101,1.0,1.0,0.0,3,3,2,0,0,1,22,1.0,3.0,5.0,
62324,7,2,2,60,1,1,2.0,2.0,2,2.0,4.0,4.0,2,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,2.0,11469.456138,12167.81965,1,90,3.0,3.0,0.23,7,7,3,1,1,2,35,2.0,2.0,5.0,
62325,7,2,2,43,4,4,1.0,2.0,1,1.0,3.0,6.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,30932.175051,32888.281888,2,101,1.0,1.0,0.1,2,2,0,0,0,1,56,1.0,3.0,6.0,
62326,7,2,1,69,3,3,2.0,2.0,1,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,153565.050575,157855.235487,1,97,10.0,10.0,4.3,2,2,0,0,1,2,56,1.0,5.0,1.0,5.0
62327,7,2,2,19,4,4,2.0,2.0,1,1.0,,,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,12209.74498,12386.615954,2,90,6.0,6.0,1.12,4,4,0,1,1,1,63,2.0,1.0,1.0,1.0
62328,7,2,2,9,4,4,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,7899.813226,8111.155436,2,97,15.0,15.0,5.0,4,4,0,2,0,1,47,,,6.0,
62329,7,2,1,2,2,2,1.0,,1,1.0,,,2,1.0,2,2.0,2.0,2.0,,,,,11793.948457999999,12167.27893,1,100,3.0,3.0,0.39,5,5,1,2,0,1,32,2.0,1.0,6.0,
62330,7,2,2,33,5,6,1.0,2.0,2,2.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,21097.664283000002,22267.583876,2,96,14.0,14.0,5.0,2,2,0,0,0,2,33,2.0,5.0,1.0,5.0
62331,7,2,1,9,5,7,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,8246.426933,8701.859504,1,99,14.0,14.0,3.94,4,4,1,1,0,1,43,1.0,4.0,1.0,5.0
62332,7,2,1,22,3,3,1.0,2.0,1,1.0,4.0,6.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,31962.323977999997,33458.586112,1,100,4.0,4.0,1.06,3,2,0,0,0,1,22,1.0,4.0,6.0,
62333,7,2,2,45,5,6,1.0,2.0,2,1.0,3.0,1.0,1,2.0,1,1.0,2.0,1.0,,,,,13046.228603,13115.21631,2,92,12.0,77.0,,7,2,0,0,2,1,53,2.0,3.0,1.0,3.0
62334,7,2,1,9,3,3,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,19590.665143000002,20475.022602,3,91,5.0,5.0,0.87,4,4,0,2,0,2,38,1.0,2.0,3.0,
62335,7,2,1,14,2,2,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,13921.972975,14228.387356000001,3,90,14.0,14.0,3.69,4,4,0,2,0,2,49,1.0,4.0,1.0,4.0
62336,7,2,1,55,2,2,1.0,2.0,2,1.0,4.0,6.0,2,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,24211.824535,24947.165850999998,2,93,10.0,10.0,3.67,3,3,0,0,0,2,56,2.0,4.0,6.0,
62337,7,2,2,10,1,1,2.0,,2,2.0,,,2,1.0,2,2.0,2.0,2.0,1.0,2.0,2.0,1.0,15166.167659,15537.272247,2,94,7.0,7.0,1.04,7,7,0,3,0,1,37,2.0,1.0,1.0,3.0
62338,7,1,2,2,1,1,,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,12260.86913,0.0,3,92,5.0,5.0,0.68,6,6,3,0,0,2,19,1.0,4.0,,
62339,7,2,1,29,3,3,1.0,2.0,1,1.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,71402.235366,74200.65920499999,2,100,15.0,15.0,5.0,4,4,1,1,0,1,29,1.0,4.0,1.0,4.0
62340,7,2,1,44,3,3,2.0,2.0,1,1.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,126789.52929,130826.46381300001,1,101,6.0,6.0,1.28,4,4,2,0,0,1,44,1.0,4.0,1.0,4.0
62341,7,2,1,8,1,1,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,13285.093011,13365.60735,2,94,7.0,7.0,2.16,3,3,0,1,0,2,28,1.0,2.0,1.0,1.0
62342,7,2,2,38,3,3,1.0,2.0,1,1.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,77778.94930800001,78565.115731,1,101,8.0,8.0,1.85,5,5,0,3,0,1,41,1.0,3.0,1.0,4.0
62343,7,2,1,28,4,4,2.0,2.0,1,1.0,4.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,17420.978407,17615.311737,2,97,5.0,5.0,0.76,5,5,0,0,0,2,50,1.0,4.0,5.0,
62344,7,1,2,32,4,4,,2.0,1,1.0,5.0,5.0,1,2.0,2,,,,,,,,26426.249254,0.0,1,99,,,,1,1,0,0,0,2,32,1.0,5.0,5.0,
62345,7,2,2,38,3,3,1.0,2.0,1,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,64324.554311,66806.65238099999,2,103,15.0,15.0,5.0,4,4,2,0,0,1,36,2.0,4.0,1.0,5.0
62346,7,2,1,19,5,7,1.0,2.0,2,2.0,,,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,6558.308393,6849.983523000001,2,92,99.0,1.0,0.22,4,1,0,0,0,1,19,1.0,4.0,,
62347,7,2,2,71,3,3,2.0,2.0,1,1.0,3.0,2.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,25812.913537,27430.822937,2,95,3.0,3.0,1.21,1,1,0,0,1,2,71,1.0,3.0,2.0,
62348,7,2,2,19,4,4,2.0,2.0,1,1.0,,,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,11419.859653,11886.179371,2,99,7.0,7.0,1.19,6,6,1,3,0,2,38,1.0,3.0,5.0,
62349,7,2,2,23,3,3,2.0,2.0,1,1.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,122473.120523,125156.324631,3,91,8.0,5.0,1.5,3,2,0,0,0,1,23,1.0,4.0,1.0,4.0
62350,7,2,2,43,3,3,2.0,2.0,1,1.0,3.0,3.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,96255.674553,99423.043377,2,94,7.0,7.0,2.72,2,2,0,1,0,2,43,1.0,3.0,3.0,
62351,7,2,1,7,3,3,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,25604.034863,26336.174292,1,95,5.0,5.0,0.92,5,5,1,2,0,2,30,1.0,4.0,1.0,4.0
62352,7,2,2,3,4,4,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,10437.988787,10601.396934,2,100,8.0,8.0,1.1,7,7,3,3,0,2,58,1.0,3.0,5.0,
62353,7,2,1,80,3,3,2.0,1.0,1,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,39587.338944,43437.954199,2,91,15.0,15.0,5.0,2,2,0,0,2,2,79,1.0,5.0,1.0,5.0
62354,7,2,2,11,3,3,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,80369.555824,79030.00623300001,1,97,8.0,8.0,2.72,3,3,0,2,0,2,43,1.0,1.0,3.0,
62355,7,2,2,16,5,6,1.0,,2,1.0,,,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,7176.749123000001,7692.153155,3,91,7.0,7.0,1.79,4,4,0,1,0,2,45,2.0,2.0,1.0,3.0
62356,7,2,2,14,1,1,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,26325.414456,27702.295836,3,92,12.0,12.0,,6,6,1,3,0,2,33,1.0,5.0,1.0,4.0
62357,7,2,1,36,3,3,2.0,2.0,1,1.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,94433.586146,101591.315487,1,91,15.0,15.0,5.0,3,3,1,0,0,1,36,1.0,4.0,1.0,5.0
62358,7,2,2,0,1,1,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,9767.083234,9561.595244,3,92,7.0,7.0,1.99,3,3,1,0,0,1,40,1.0,4.0,1.0,4.0
62359,7,2,2,54,1,1,2.0,2.0,2,2.0,1.0,1.0,2,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,22224.73066,23825.197607,2,94,7.0,7.0,1.04,7,7,0,3,0,1,37,2.0,1.0,1.0,3.0
62360,7,2,1,17,4,4,1.0,2.0,1,1.0,,,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,11429.628358,11541.555231999999,2,96,7.0,7.0,1.04,7,7,0,4,0,2,37,1.0,3.0,3.0,
62361,7,2,1,7,4,4,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,13423.881856,14179.490666999998,2,101,1.0,1.0,0.21,4,4,1,2,0,2,26,1.0,3.0,5.0,
62362,7,2,2,11,4,4,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,8579.490652,8919.477637,2,97,6.0,6.0,1.0,6,6,1,2,2,2,60,1.0,2.0,2.0,
62363,7,2,2,44,3,3,1.0,2.0,1,1.0,2.0,3.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,134897.59405699998,143557.343892,2,102,6.0,6.0,1.43,4,4,0,1,1,1,67,,,1.0,
62364,7,2,2,4,1,1,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,14899.363418,16449.297045,1,100,8.0,8.0,2.17,4,4,1,1,0,2,40,2.0,2.0,1.0,2.0
62365,7,2,2,37,5,6,1.0,2.0,2,1.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,,,,,21097.664283000002,21336.137518,2,96,8.0,8.0,3.4,2,2,0,0,0,1,46,2.0,4.0,1.0,4.0
62366,7,2,1,80,3,3,2.0,1.0,1,1.0,3.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,37318.801462,40047.525745,1,98,6.0,6.0,1.65,2,2,0,0,2,1,80,1.0,3.0,1.0,3.0
62367,7,2,1,50,5,6,2.0,2.0,2,1.0,2.0,1.0,1,2.0,1,1.0,2.0,1.0,1.0,2.0,1.0,3.0,10133.862484000001,10097.253197,3,90,15.0,15.0,3.23,6,6,0,2,0,1,50,2.0,2.0,1.0,2.0
62368,7,2,2,80,2,2,1.0,2.0,2,1.0,1.0,2.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,23176.790531,24820.797478,1,98,3.0,3.0,0.81,2,2,0,0,1,2,80,2.0,1.0,2.0,
62369,7,2,2,8,2,2,1.0,,2,2.0,,,2,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,15352.601806,15663.127806,2,102,7.0,7.0,1.53,5,5,1,2,0,2,37,2.0,4.0,1.0,4.0
62370,7,2,1,21,5,6,2.0,2.0,1,1.0,4.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,13843.66558,14262.333266999998,1,90,15.0,15.0,3.7,5,5,0,0,0,1,54,,,1.0,
62371,7,2,1,32,5,6,1.0,2.0,2,2.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,22403.911395,23863.238542,2,96,14.0,14.0,5.0,2,2,0,0,0,2,33,2.0,5.0,1.0,5.0
62372,7,2,2,55,5,6,1.0,2.0,2,2.0,4.0,1.0,1,2.0,1,1.0,2.0,2.0,1.0,2.0,2.0,,17991.883465,18643.986017,2,102,8.0,8.0,2.01,4,4,0,0,0,1,59,2.0,4.0,1.0,4.0
62373,7,2,1,46,1,1,1.0,2.0,2,2.0,1.0,1.0,2,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,37324.655911,36776.974122,1,102,6.0,6.0,1.34,4,4,0,1,0,2,48,2.0,3.0,1.0,1.0
62374,7,2,2,31,3,3,2.0,2.0,1,1.0,4.0,3.0,1,2.0,2,1.0,2.0,2.0,,,,,31335.13799,33530.36206,1,101,4.0,4.0,0.78,4,4,1,2,0,2,31,1.0,4.0,3.0,
62375,7,2,1,24,1,1,1.0,2.0,2,2.0,3.0,6.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,52698.05363,59566.36050800001,3,92,4.0,4.0,0.65,4,4,2,0,0,2,20,1.0,3.0,5.0,
62376,7,2,1,6,4,4,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,7730.479509999999,9212.541007,1,99,5.0,5.0,0.84,5,5,2,1,0,1,35,1.0,3.0,1.0,2.0
62377,7,2,2,78,3,3,2.0,2.0,1,1.0,2.0,2.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,35965.834545,38220.111719,1,95,3.0,3.0,1.24,1,1,0,0,1,2,78,1.0,2.0,2.0,
62378,7,2,2,68,2,2,2.0,2.0,2,1.0,1.0,3.0,2,2.0,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,10979.149658,11879.480817,1,96,15.0,8.0,4.66,2,1,0,0,2,2,68,2.0,1.0,3.0,
62379,7,2,1,40,5,7,1.0,2.0,2,1.0,5.0,5.0,1,2.0,2,1.0,2.0,2.0,,,,,24837.95225,25237.159887,1,102,10.0,10.0,3.22,4,4,0,0,2,2,29,2.0,5.0,5.0,
62380,7,2,1,16,1,1,1.0,,1,1.0,,,2,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,15506.325262999999,15592.022118,1,103,8.0,8.0,2.0,5,5,0,1,0,2,45,2.0,3.0,1.0,2.0
62381,7,2,1,21,4,4,2.0,2.0,1,1.0,3.0,5.0,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,15408.94893,15514.368855,1,99,7.0,2.0,0.74,3,1,0,0,2,1,70,1.0,2.0,1.0,4.0
62382,7,2,2,1,4,4,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,5743.559235,6261.298887,2,99,2.0,2.0,0.2,7,7,1,2,1,1,63,1.0,1.0,2.0,
62383,7,2,1,23,3,3,2.0,2.0,1,1.0,5.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,91704.59836,93129.802737,1,93,15.0,4.0,1.38,6,1,0,0,0,1,23,1.0,5.0,5.0,
