respid,sample,int_date,fcall,attempt,refusal,ilang,cregion,state,density,usr,scregion,sstate,susr,sdensity,igender,ihisp1,irace1m1,irace1m2,irace1m3,irace1m4,form,llitext,phtype,qs1,q1,q2,campnii,q7,q8,q11,q12,q13,q28a,q28b,q28c,q28df1,q28e,q28ff1,q28gf1,q28hf1,q28if1,q28jf2,q28kf2,q28lf2,q28mf2,q28nf2,q28of2,q28pf2,q33af1,q33bf1,q33cf1,q33df1,q33ef2,q33ff2,q33gf2,q33hf2,q44a,q44b,q45a,q45b,q46,q50af1,q50bf1,q50cf1,q50df2,q50ef2,q51af1,q51bf1,q51cf2,q51df2,q58,q59,q64f1,q65f2,q66a,q66b,q66c,q66df1,q66e,q66ff2,q73,q74,q74a,q74b,q75,q76,q77,q78,q79,q83a,q83b,q84,q93,q96,q97,q98,q99,q100a,q100b,q100c,q100d,sex,age,educ,hisp,racecmb,racethn,birth_hisp,relig,chr,born,attend,income,reg,party,partyln,q101,partysum,ideo,partyideo,partysumideo,hh1,hh3,adults,ql1,ql1a,qc1,ll,cp,money2,cellweight,weight
137,1,180919,180919,1,0,1,3,13,5,S,3,13,S,4,1,2,1, , , ,2,1,0,2,2,2,1,2, ,1,1,2,1,1,1, , , , , , ,1,1,1,1,1,1,1, , , , ,2,2,2,1,2,3,2,9,2, , , ,2,2, , ,2,2, ,3, ,2,1,1,1, ,2,1,2,1,9, ,3, ,2,2,1,3,2,2,1,1,4,2,9, , , , ,2,71,4,2,2,2, ,1, ,1,1,8,1,2, , ,2,2,4,4,2,2,2,1, , ,1,1, , ,1.385991
138,1,180919,180919,1,0,1,1,9,2,R,1,9,R,2,1,2,1, , , ,2,2,2,2,2,2,1,2, ,1,1,2,1,1,1, , , , , , ,1,1,1,1,1,1,1, , , , ,2,2,2,1,3,2,3,2,2, , , ,2,2, , ,2,2, ,3, ,2,1,1,1, ,2,1,2,1,2, ,3, ,9,3,2,3,2,3,1,1,4,9,2, , , , ,2,90,6,1,1,3,1,12, , ,6,5,1,2, , ,2,5,5,5,1, ,1,1, , ,1,1, , ,0.2808725
139,1,180919,180919,1,0,1,3,47,3,U,3,47,U,3,1,2,1, , , ,1,2,0,2,1,1,3,1, ,1,2,3,2,1,2,1,1,1,4,2,3, , , , , , , ,1,1,1,1, , , , ,2,1,3,2,1,2,2,1, , ,1,1, , ,4, ,1, ,2,2,1,2,1, ,1,2, ,1,3,1, ,3,9,2,4,2,2,2,2, , ,2,2,3,2,2,44,6,2,1,1, ,2, ,2,2,5,1,1, ,2,1,1,1,1,5,2,2,1, , ,1,1, , ,1.0444007
141,1,180919,180919,2,0,1,2,26,4,S,2,26,S,4,2,2,1, , , ,2,2,1,2,2,2,2,2, ,1,1,2,2,1,1, , , , , , ,2,1,1,1,2,1,2, , , , ,2,2,2,2,2,2,1,4,2, , , ,2,2, , ,2,2, ,4, ,2,1,1,1, ,2,1,2,1,1, ,2, ,2,1,1,4,1,2,1,1,4,2,2, , , , ,2,87,8,2,1,1, ,5, , ,5,10,1,3,2, ,2,3,3,4,1, ,1,1, , ,1,1, , ,0.2809375
142,1,180919,180919,1,0,1,3,37,4,S,3,37,S,4,2,2,1, , , ,1,2,1,2,9,1,2,1, ,3,1,1,1,1,9,9,1,1,1,2,3, , , , , , , ,1,1,1,1, , , , ,2,1,1,5,1,9,1,1, , ,1,1, , ,9, ,3, ,9,1,2,9,1, ,1,2, ,2,1,1, ,9,9,1,3,1,1,4,1, , , , , , ,2,73,4,2,1,1, ,1, ,1,3,6,1,1, ,1,1,3,2,2,2,2,2,1, , ,1,1, , ,0.5258708
144,1,180919,180919,1,0,1,3,51,3,S,3,51,S,3,2,2,1, , , ,2,2,0,2,2,2,3,2, ,3,1,2,1,1,1, , , , , , ,1,2,1,1,1,1,2, , , , ,2,2,2,1,3,3,2,2,9, , , ,2,2, , ,9,2, ,2, ,3,1,1,2, ,2,2,2,2, ,2,3, ,2,3,1,3,2,2,1,2,4,9,9, , , , ,1,53,3,2,1,1, ,12, , ,6,9,1,4,2, ,2,3,9,4,4,4,3,1, , ,1,1, , ,1.2374556
146,1,180919,180919,1,0,1,3,24,4,S,3,24,S,4,1,2,1, , , ,2,1,0,2,2,2,2,2, ,1,1,3,1,3,1, , , , , , ,2,1,1,2,2,1,3, , , , ,2,2,2,1,2,9,2,2,1, , , ,2,2, , ,2,2, ,4, ,2,1,5,1, ,2,1,2,9, , ,3, ,2,1,2,3,2,8,1,1,4,2,9, , , , ,2,38,6,2,1,1, ,12, , ,5,7,1,2, , ,2,3,4,4,4,2,2,1, , ,1,1, , ,0.8553912
147,1,180919,180919,2,0,1,3,12,5,S,3,12,S,5,2,2,1, , , ,1,1,1,2,2,1,1,1, ,1,1,1,1,1,1,4,1,1,1,4,1, , , , , , , ,1,1,1,1, , , , ,1,1,3,5,1,2,1,1, , ,1,1, , ,4, ,1, ,2,2,1,2,2, ,1,2, ,2,1,1, ,3,1,2,4,4,1,4,2, , , , , , ,2,76,5,2,1,1, ,13, ,1,2,3,1,1, ,1,1,1,1,1,1, ,1,1, , ,1,1, , ,0.413816
148,1,180919,180919,2,0,1,1,25,4,S,1,25,S,4,2,2,2, , , ,1,1,0,2,2,2,2,2, ,1,1,2,2,2,1,1,2,2,3,1,1, , , , , , , ,2,2,2,2, , , , ,3,2,2,2,1,1,2,2, , ,2,1, , ,1, ,2, ,1,1,1,1,2, ,2,2, ,2,3,9, ,1,2,4,2,8,1,1,4, , , , , , ,2,49,6,2,1,1, ,1,2, ,4,7,1,3,2, ,2,4,3,5,4,2,2,1, , ,1,1, , ,0.8228716
150,1,180919,180919,2,0,1,1,36,3,U,1,36,U,3,1,2,1, , , ,2,1,0,2,2,2,2,2, ,2,1,2,3,1,2, , , , , , ,3,2,1,2,1,4,4, , , , ,2,2,2,2,4,3,4,2,2, , , ,2,3, , ,3,2, ,3, ,2,1,1,1, ,2,1,2,2, ,2,3, ,2,1,1,3,2,2,1,2,4,9,9, , , , ,1,42,4,1,2,3,1,12, , ,5,2,1,2, , ,2,4,5,5,2,1,1,1, , ,1,1, , ,0.3749329
152,1,180919,180919,2,0,1,2,26,2,R,2,26,R,2,2,2,1, , , ,2,1,2,2,2,1,2,1, ,3,1,1,1,1,1, , , , , , ,1,1,4,1,1,1,1, , , , ,3,1,1,1,3,1,2,9,9, , , ,9,1, , ,9,1, ,1, ,3,9,5,5, ,5,2,1,9, , ,2, ,1,4,2,1,4,2,2,9,1,9,9,2,2,2,9,2,50,3,2,1,1, ,2, ,9,2,10,1,1, ,1,1,2,1,1,5,3,3,1, , ,1,1, , ,1.3120067
153,1,180919,180919,2,0,1,1,42,2,S,1,42,S,3,1,2,1, , , ,1,2,1,2,9,1,2,1, ,1,1,1,1,1,2,1,1,2,1,1,1, , , , , , , ,1,1,1,1, , , , ,3,1,2,2,1,2,1,1, , ,1,1, , ,9, ,3, ,1,2,1,2,1, ,1,2, ,2,9,1, ,3,2,2,3,8,1,2,1, , , , , , ,2,82,3,2,1,1, ,1, ,1,1,10,1,1, ,1,1,1,1,1,2,2,2,1, , ,1,1, , ,0.8302748
154,1,180919,180919,2,0,1,3,45,3,S,3,45,S,3,2,2,1, , , ,2,1,0,2,1,1,2,2, ,2,2,3,2,1,2, , , , , , ,1,3,3,2,2,3,3, , , , ,2,1,1,1,3,3,3,2,1, , , ,1,1, , ,2,2, ,2, ,1,2,1,2, ,1,2,1,1,2, ,1, ,2,1,2,3,3,2,2,3,2,1,1, , , , ,2,38,5,2,1,1, ,1, ,2,5,10,1,2, , ,2,3,4,4,3,1,1,1, , ,1,1, , ,1.149768
155,1,180919,180919,2,0,1,3,24,4,S,3,24,S,4,1,2,1, , , ,2,2,1,2,2,2,2,2, ,1,1,2,1,1,1, , , , , , ,1,1,1,1,1,1,1, , , , ,2,2,2,3,3,2,2,3,2, , , ,2,2, , ,2,2, ,2, ,2,2,1,2, ,2,2,2,1,2, ,3, ,2,1,2,4,1,1,1,1,4,9,2, , , , ,2,78,3,2,2,2, ,1, ,2,4,6,1,2, , ,2,3,4,4,3,3,3,2,1, ,1,0, , ,2.5463809
156,1,180919,180919,2,0,1,2,39,3,S,2,39,S,3,2,2,2, , , ,1,2,0,2,1,2,2,2, ,1,1,2,1,1,4,2,1,2,1,2,2, , , , , , , ,2,2,2,2, , , , ,2,3,3,2,1,1,2,2, , ,2,2, , ,1, ,2, ,1,1,1,1,2, ,2,1,1, ,3,2, ,2,1,3,2,2,1,1,4, , , , , , ,1,55,3,2,1,1, ,1, ,1,4,6,1,4,2, ,2,3,9,4,3,2,2,1, , ,1,1, , ,1.1601752
157,1,180919,180919,2,0,1,2,26,2,R,2,26,R,2,2,2,1, , , ,2,2,1,2,2,1,1,1, ,1,1,1,1,1,1, , , , , , ,1,1,2,2,1,2,1, , , , ,9,1,1,1,1,9,3,2,1, , , ,1,1, , ,1,1, ,2, ,1,2,2,1, ,1,2,9,2, ,2,1, ,2,3,9,2,4,4,1,4,1,1,2, , , , ,2,80,2,2,1,1, ,12, , ,6,10,1,1, ,1,1,2,1,1,2,2,2,2,1, ,1,0, , ,2.5463809
158,1,180919,180919,2,0,1,3,12,3,S,1,23,S,2,1,2,4, , , ,2,2,0,2,2,2,2,2, ,1,1,2,1,1,1, , , , , , ,2,1,1,2,1,1,2, , , , ,2,2,2,2,2,2,1,2,2, , , ,2,2, , ,2,2, ,3, ,2,1,1,1, ,2,1,2,1,1, ,2, ,2,1,1,3,2,3,1,1,4,2,2, , , , ,2,71,8,2,1,1, ,12, , ,6,9,1,2, , ,2,5,5,5,2,2,2,9,9, ,1,1, , ,0.4498214
159,1,180919,180919,2,0,1,1,42,4,S,1,42,S,4,2,2,1, , , ,1,2,1,2,1,1,4,2, ,3,1,3,1,1,9,4,2,2,1,2,1, , , , , , , ,9,1,1,1, , , , ,3,3,3,2,9,1,2,9, , ,3,3, , ,3, ,2, ,9,1,1,9,2, ,1,2, ,2,9,1, ,2,1,3,2,2,3,2,2, , , , , , ,1,84,3,2,1,1, ,1, ,1,4,2,1,2, , ,2,9,9,9,1, ,1,2, , ,1,0, , ,1.3128138
161,1,180919,180919,2,0,1,3,13,1,R,3,13,R,1,1,2,1, , , ,1,1,1,2,2,1,3,1, ,2,1,1,1,1,1,1,1,1,1,4,1, , , , , , , ,1,1,1,1, , , , ,2,1,3,2,1,4,1,1, , ,1,1, , ,1, ,3, ,2,2,2,2,1, ,1,2, ,2,3,1, ,4,2,1,4,2,1,3,2, , , , , , ,2,72,3,2,1,1, ,1, ,1,2,3,1,1, ,9,1,2,1,1,1, ,1,1, , ,1,1, , ,0.586044
162,1,180919,180919,2,0,1,2,18,3,S,2,18,S,3,1,2,1, , , ,1,1,1,2,2,1,3,1, ,1,2,9,1,3,2,1,2,1,9,4,2, , , , , , , ,1,1,1,1, , , , ,2,3,2,5,1,9,1,1, , ,1,1, , ,3, ,3, ,2,2,1,9,2, ,1,2, ,2,3,1, ,4,2,2,4,3,1,4,2, , , , , , ,1,59,1,2,1,1, ,1,1,9,9,10,9,9,9, ,9,9,9,9,9,9,2,1, , ,1,1, , ,1.1601752
163,1,180919,180919,2,0,1,1,42,5,U,1,42,U,5,2,2,1, , , ,2,1,0,2,1,2,2,2, ,1,1,3,1,2,2, , , , , , ,2,1,2,1,2,2,3, , , , ,2,2,1,2,2,2,1,2,1, , , ,2,2, , ,2,2, ,3, ,1,1,1,1, ,2,1,2,2, ,2,3, ,2,2,2,3,2,2,1,2,4,2,2, , , , ,1,60,6,2,1,1, ,5, , ,5,7,1,2, , ,2,4,5,5,4,3,3,1, , ,1,1, , ,0.514838
164,1,180919,180919,2,0,1,2,39,5,S,2,39,S,5,1,2,1, , , ,1,1,1,2,1,9,3,9,3,2,2,3,4,1,1,4,1,4,1,4,4, , , , , , , ,3,3,1,3, , , , ,2,3,2,2,1,2,4,4, , ,1,1, , ,4, ,3, ,1,2,2,2,1, ,2,2, ,2,1,1, ,2,9,2,4,8,2,2,2, , ,3,4,4,3,1,57,8,2,1,1, ,2, ,2,3,9,1,3,1,2,1,3,3,2,6,6,3,1, , ,1,1, , ,0.7156857
165,1,180919,180919,2,0,1,1,50,1,R,1,50,R,1,2,2,1, , , ,1,1,1,2,9,9,4,1, ,2,1,3,2,1,1,4,2,2,1,4,2, , , , , , , ,2,1,1,1, , , , ,2,1,2,5,1,1,1,9, , ,1,1, , ,2, ,2, ,1,2,2,1,2, ,1,1,2, ,3,1, ,2,2,2,3,2,1,2,3, , ,2,3,2,2,1,72,6,2,1,1, ,2, ,2,5,8,1,1, ,2,1,3,2,2,2,2,2,1, , ,1,1, , ,0.3153611
166,1,180919,180919,2,0,1,3,37,2,S,3,37,S,2,2,2,1, , , ,1,1,1,2,2,2,4,2, ,9,2,2,1,1,1,2,2,1,1,1,2, , , , , , , ,2,2,2,2, , , , ,4,9,4,4,2,9,2,2, , ,2,2, , ,1, ,2, ,9,1,2,2,1, ,2,1,1, ,1,9, ,2,2,8,1,2,2,9,4, , , , , , ,2,81,3,2,1,1, ,1, ,1,5,1,3,2, , ,2,9,9,9,1, ,1,2, , ,1,0, , ,0.9799979
168,1,180919,180919,2,0,1,3,37,2,R,3,37,R,2,1,2,1, , , ,1,1,0,2,1,1,2,1, ,3,1,1,1,1,1,2,1,1,1,4,1, , , , , , , ,1,1,1,1, , , , ,2,1,2,2,1,2,1,1, , ,1,1, , ,4, ,1, ,5,1,2,2,1, ,1,9, , ,1,1, ,1,1,1,4,2,1,4,1, , ,2,4,2,3,1,50,3,2,1,1, ,2, ,1,3,7,1,1, ,1,1,2,1,1,2,2,2,1, , ,1,1, , ,1.381952
169,1,180920,180919,4,0,1,3,12,4,S,3,12,S,4,2,2,1, , , ,1,2,2, ,1,1,1,1, ,1,1,1,1,1,1,3,1,2,1,2,2, , , , , , , ,1,1,1,1, , , , ,1,1,2,2,1,2,1,1, , ,1,1, , ,4, ,2, ,2,1,2,2,1, ,1,2, ,2,3,1, ,2,1,2,4,3,1,4,1, , , , , , ,2,75,5,2,1,1, ,5, , ,4,4,1,1, ,1,1,2,1,1,1, ,1,1, , ,1,1, , ,0.3653369
170,1,180919,180919,2,0,1,3,12,4,S,3,12,S,4,2,2,1, , , ,2,1,0,2,2,2,3,2, ,3,2,2,1,1,2, , , , , , ,2,1,1,1,1,1,1, , , , ,2,2,2,1,3,1,2,2,1, , , ,2,2, , ,1,2, ,2, ,3,1,1,2, ,2,2,2,2, ,1,2, ,2,3,1,2,1,1,1,1,3,1,2,9,9,2,9,2,78,4,2,1,1, ,2, ,2,2,7,3,2, , ,2,2,4,4,1, ,1,1, , ,1,1, , ,0.2914911
171,1,180919,180919,2,0,1,1,50,1,R,1,50,R,1,1,2,1, , , ,1,2,1,2,2,2,1,2, ,1,1,2,2,1,1,2,2,2,1,2,1, , , , , , , ,2,2,2,2, , , , ,2,3,2,3,2,1,2,2, , ,2,1, , ,1, ,2, ,1,1,1,1,2, ,2,1,1, ,3,2, ,2,1,4,2,2,1,1,4, , , , , , ,2,73,7,2,1,1, ,9, , ,6,6,1,2, , ,2,5,5,5,2,2,2,1, , ,1,1, , ,0.3452658
172,1,180919,180919,2,0,1,1,44,4,S,1,44,S,4,2,2,1, , , ,1,1,1,2,1,1,3,2, ,2,2,3,1,2,1,2,1,2,1,2,2, , , , , , , ,1,1,1,1, , , , ,3,1,3,2,2,2,1,1, , ,1,1, , ,4, ,2, ,2,1,1,2,1, ,1,2, ,2,1,1, ,2,1,3,4,4,1,4,2, , , , , , ,1,67,8,2,9,9, ,5, , ,4,2,1,3,9, ,9,1,3, ,1, ,1,1, , ,1,1, , ,0.2820501
173,1,180919,180919,2,0,1,3,37,2,R,3,37,R,2,1,2,1, , , ,1,2,1,2,1,2,4,9,9,2,1,1,2,2,2,4,1,2,2,4,2, , , , , , , ,2,1,2,2, , , , ,4,3,1,1,1,4,9,4, , ,4,4, , ,4, ,2, ,1,2,1,2,2, ,1,1,2, ,1,1, ,4,2,4,9,1,1,4,4, , , , , , ,2,65,3,9,9,9, ,99,1,2,3,7,1,3,9, ,9,2,3, ,2,2,2,2,1, ,1,0, , ,1.8049831
174,1,180919,180919,2,0,1,3,37,2,S,3,37,S,2,2,2,1, , , ,1,1,1,2,1,1,3,9,9,2,9,9,2,1,1,1,1,1,1,3,1, , , , , , , ,3,2,1,2, , , , ,2,2,4,2,1,9,9,2, , ,4,9, , ,4, ,2, ,9,9,2,2,9, ,2,1,2, ,1,1, ,2,2,4,2,3,2,4,9, , , , , , ,1,73,1,2,1,1, ,1, ,1,2,3,1,3,2, ,2,3,3,4,2,2,2,9,9, ,1,1, , ,0.7414966
175,1,180919,180919,2,0,1,1,36,3,S,1,36,S,3,2,1,4, , , ,1,2,0,2,1,1,1,1, ,1,1,3,2,4,1,2,1,2,1,2,2, , , , , , , ,1,1,1,1, , , , ,2,1,2,2,1,2,1,1, , ,3,2, , ,3, ,1, ,2,2,2,2,1, ,1,2, ,2,3,1, ,3,2,2,3,4,1,4,3, , ,3,3,3,9,1,87,6,2,1,1, ,2, ,2,2,8,1,1, ,1,1,2,1,1,2,2,2,1, , ,1,1, , ,0.3336966
178,1,180919,180919,2,0,1,3,12,3,S,3,12,S,3,2,2,1, , , ,2,2,0,2,2,1,2,1, ,2,2,3,2,1,1, , , , , , ,1,2,2,1,1,2,1, , , , ,2,2,2,1,3,3,3,3,2, , , ,4,9, , ,9,9, ,3, ,2,2,1,2, ,2,2,2,2, ,2,1, ,1,3,2,2,3,9,2,9,3,1,1, , , , ,1,77,1,2,1,1, ,1, ,1,5,2,1,1, ,1,1,2,1,1,1, ,1,1, , ,1,1, , ,0.7548205
179,1,180919,180919,2,0,1,3,48,5,U,3,48,U,5,2,2,1, , , ,1,2,1,2,9,2,1,2, ,1,9,2,1,1,2,2,1,1,2,3,1, , , , , , , ,2,2,2,2, , , , ,3,1,2,1,1,2,2,2, , ,2,2, , ,1, ,2, ,1,2,1,1,2, ,2,1,1, ,3,9, ,1,2,1,2,8,2,9,4, , , , , , ,2,87,6,2,2,2, ,13, ,1,3,10,1,2, , ,2,1,4,4,2,2,2,1, , ,1,1, , ,1.1647174
180,1,180919,180919,2,0,1,3,37,1,R,3,37,R,1,2,2,1, , , ,1,2,1,2,1,1,1,1, ,1,1,3,1,2,1,1,1,1,2,2,2, , , , , , , ,1,1,1,1, , , , ,1,1,2,1,1,1,1,1, , ,1,1, , ,1, ,2, ,1,1,9,2,1, ,1,2, ,1,1,1, ,3,2,1,4,4,1,4,1, , , , , , ,1,65,1,2,1,1, ,1, ,1,2,3,1,1, ,2,1,2,1,1,3,3,3,1, , ,1,1, , ,0.9238805
181,1,180919,180919,1,0,1,3,48,1,R,3,48,R,1,1,2,1, , , ,1,1,0,2,9,1,2,1, ,1,1,3,2,1,1,1,1,1,1,2,3, , , , , , , ,1,1,1,1, , , , ,2,3,4,2,1,2,1,1, , ,9,1, , ,4, ,2, ,2,2,2,1,1, ,1,2, ,2,1,9, ,3,2,2,3,3,1,4,2, , , , , , ,2,78,3,2,4,4, ,1, ,1,2,3,1,1, ,1,1,2,1,1,2,2,2,1, , ,1,1, , ,1.2041348
182,1,180919,180919,1,0,1,3,48,1,R,3,48,R,1,2,2,2, , , ,2,1,0,2,1,1,2,1, ,1,1,1,1,1,1, , , , , , ,1,1,4,1,1,2,1, , , , ,2,1,1,1,1,1,3,1,1, , , ,1,1, , ,1,1, ,1, ,1,2,1,2, ,1,2,1,2, ,2,1, ,1,1,2,1,4,2,9,4,1,1,1, , , , ,1,71,4,2,9,9, ,1, ,1,1,3,1,1, ,2,1,2,1,1,2,2,2,2,2, ,1,0, , ,1.0013129
183,1,180919,180919,1,0,1,2,29,2,S,2,29,S,2,1,2,1, , , ,2,2,0,2,1,1,3,1, ,3,1,1,1,1,1, , , , , , ,1,1,1,1,1,1,1, , , , ,1,1,1,1,1,1,9,9,1, , , ,1,1, , ,1,1, ,3, ,1,1,2,1, ,1,2,1,2, ,2,3, ,2,4,2,1,4,2,2,3,1,1,1, , , , ,2,61,2,2,1,1, ,1, ,1,1,4,1,1, ,1,1,3,2,2,4,3,3,1, , ,1,1, , ,1.8524782
184,1,180919,180919,1,0,1,2,27,3,S,2,27,S,3,1,2,1, , , ,2,1,1,2,2,2,2,2, ,3,1,2,2,1,1, , , , , , ,2,1,2,1,1,1,1, , , , ,2,2,2,2,2,2,3,3,2, , , ,4,2, , ,2,2, ,2, ,2,2,1,1, ,2,1,1,1,2, ,2, ,2,4,2,3,1,3,1,1,3,1,1, , , , ,1,70,4,2,1,1, ,1, ,1,2,10,1,9,2, ,2,3,9,4,2,2,2,2,2, ,1,0, , ,1.4464629
185,1,180919,180919,1,0,1,2,17,5,S,2,17,S,5,2,2,1, , , ,1,2,0,2,2,2,2,2, ,1,1,2,1,2,1,2,2,1,1,2,1, , , , , , , ,2,2,2,2, , , , ,2,3,1,5,2,1,2,4, , ,2,2, , ,1, ,3, ,1,2,1,1,5, ,2,1,1, ,3,2, ,2,1,3,2,2,2,2,2, , , , , , ,2,45,6,2,1,1, ,99,9, ,9,10,9,2, , ,2,3,4,4,3,2,2,1, , ,1,1, , ,0.8480698
186,1,180919,180919,1,0,1,3,12,2,S,3,12,S,2,2,2,1, , , ,1,1,0,2,2,1,1,1, ,1,1,1,1,1,1,1,1,1,1,4,1, , , , , , , ,1,1,1,1, , , , ,1,1,2,2,1,2,1,1, , ,1,1, , ,2, ,1, ,1,1,1,1,1, ,1,2, ,1,1,1, ,4,2,1,4,2,1,4,1, , , , , , ,2,86,4,2,1,1, ,13, ,1,6,2,1,1, ,1,1,2,1,1,1, ,1,2, , ,1,0, , ,0.474553
187,1,180919,180919,1,0,1,2,20,1,R,2,20,R,1,2,2,1, , , ,2,2,1,2,2,9,2,2, ,2,2,9,1,1,1, , , , , , ,1,1,2,2,1,1,1, , , , ,2,2,2,1,4,2,2,2,2, , , ,2,2, , ,9,9, ,2, ,1,2,1,2, ,1,2,2,1,2, ,1, ,2,2,2,4,4,8,2,2,3,2,2, , , , ,2,85,8,2,1,1, ,12, , ,9,10,9,9,9, ,9,9,9,9,9,9,2,2,2, ,1,0, , ,1.0861253
189,1,180919,180919,1,0,1,3,40,1,R,3,48,R,1,1,2,1, , , ,2,1,2,2,1,1,1,1, ,1,1,1,1,1,1, , , , , , ,1,1,1,1,1,1,1, , , , ,1,1,1,1,1,9,3,9,1, , , ,1,4, , ,1,1, ,1, ,1,5,9,2, ,1,2,1,2, ,2,3, ,1,9,2,2,4,4,1,4,1,1,9, , , , ,2,50,3,2,1,1, ,13, ,1,3,10,1,1, ,9,1,1,1,1,1, ,1,1, , ,1,1, , ,0.6548437
190,1,180919,180919,1,0,1,3,40,4,S,3,40,S,4,1,2,1, , , ,2,1,1,2,2,2,1,2, ,3,2,3,2,2,2, , , , , , ,1,1,1,1,1,2,1, , , , ,2,2,2,2,3,1,3,3,2, , , ,4,4, , ,2,4, ,4, ,2,1,1,1, ,2,5,2,1,9, ,3, ,2,2,1,4,2,2,1,1,4,9,9, , , , ,2,70,6,2,5,4, ,1, ,1,3,4,1,2, , ,2,4,5,5,3,2,2,1, , ,1,1, , ,0.5165255
191,1,180919,180919,1,0,1,3,48,5,S,3,48,S,5,2,2,1, , , ,2,1,1,2,2,2,2,2, ,1,1,3,4,3,3, , , , , , ,1,1,1,2,1,2,9, , , , ,2,2,2,1,3,3,2,2,2, , , ,2,2, , ,2,2, ,1, ,2,2,2,9, ,2,2,2,1,2, ,3, ,1,3,2,3,1,9,1,2,2,2,1, , , , ,1,94,3,2,1,1, ,1, ,2,3,10,1,2, , ,2,2,4,4,1, ,1,1, , ,1,1, , ,1.0265773
192,1,180919,180919,1,0,1,2,17,5,U,2,17,U,5,2,2,1, , , ,2,1,0,2,2,2,2,9,9,1,1,3,1,1,4, , , , , , ,1,1,1,1,1,2,2, , , , ,3,1,9,3,3,3,2,5,2, , , ,2,4, , ,4,4, ,1, ,9,1,1,1, ,2,2,2,1,9, ,3, ,1,2,2,3,2,2,1,2,3,2,2, , , , ,2,84,5,2,5,4, ,11,2, ,6,4,1,2, , ,2,3,4,4,1, ,1,1, , ,1,1, , ,1.0903122
193,1,180923,180919,6,1,1,2,27,3,S,2,27,S,5,2,2,1, , , ,1,1,1,2,1,1,2,1, ,3,1,3,1,1,1,4,1,4,4,4,1, , , , , , , ,1,1,1,1, , , , ,2,3,2,5,1,3,1,9, , ,1,1, , ,3, ,3, ,2,2,2,2,1, ,1,2, ,1,1,1, ,2,1,1,2,8,2,2,1, , , , , , ,1,80,6,2,1,1, ,1, ,2,4,6,1,1, ,2,1,2,1,1,1, ,1,1, , ,1,1, , ,0.2808725
194,1,180919,180919,2,0,1,2,27,1,R,2,27,R,1,1,2,1, , , ,2,2,0,2,1,1,1,1, ,1,2,3,1,1,1, , , , , , ,1,1,1,1,2,1,1, , , , ,1,1,1,1,2,3,2,2,1, , , ,4,1, , ,1,1, ,3, ,1,9,2,2, ,2,2,1,2, ,2,3, ,1,3,2,2,2,3,2,3,2,1,1,3,4,3,3,1,38,6,1,5,3,3,2, ,2,4,7,1,1, ,2,1,2,1,1,4,2,2,1, , ,1,1, , ,0.3181919
195,1,180919,180919,2,0,1,1,9,4,U,1,9,U,4,1,2,1, , , ,1,1,1,2,2,2,1,2, ,2,2,2,1,1,1,2,2,1,1,1,2, , , , , , , ,2,1,2,2, , , , ,3,3,3,4,2,1,4,2, , ,1,2, , ,1, ,2, ,1,1,1,1,9, ,2,1,2, ,3,2, ,9,1,4,4,8,1,1,4, , ,4,4,9,9,1,56,4,2,1,1, ,2, ,2,6,6,1,2, , ,2,3,4,4,3,1,1,2,2, ,1,0, , ,1.1341893
196,1,180919,180919,2,0,1,3,47,2,S,3,47,S,2,2,2,1, , , ,1,1,0,2,1,2,2,2, ,2,2,3,2,1,2,1,1,2,1,2,1, , , , , , , ,2,2,2,2, , , , ,2,2,2,2,2,3,4,3, , ,3,3, , ,2, ,1, ,1,1,1,1,2, ,1,2, ,2,3,2, ,1,1,3,3,2,1,1,4, , , , , , ,2,54,6,2,1,1, ,1, ,1,3,9,1,3,2, ,2,3,3,4,4,4,3,1, , ,1,1, , ,0.6727507
197,1,180919,180919,2,0,1,3,12,2,S,3,12,S,2,2,2,2, , , ,1,2,1,2,2,2,3,2, ,2,1,3,1,1,1,1,1,9,1,9,9, , , , , , , ,2,2,2,2, , , , ,3,3,3,4,9,2,2,2, , ,2,9, , ,2, ,9, ,9,2,9,1,1, ,2,1,9, ,2,1, ,3,2,2,2,8,2,1,4, , , , , , ,2,86,3,2,1,1, ,1, ,1,2,10,3,2, , ,2,1,4,4,2,2,2,9,9, ,1,1, , ,0.7932149
